,E0010,E0011,E0012,E0013,E0014,E0015,E0016,E0017,E0018,E0019,E0020,E0021,E0022,E0023,E0024,E0025,E0026,E0027,E0028,E0029,E0030,E0031,E0032,E0033,E0034,E0035,E0036,E0037,E0038,E0039,E0040,E0041,E0042,E0043,E0044,E0045,E0046,E0047,E0048,E0049,E0050,E0051,E0052,E0053,E0054,E0055,E0056,E0057,E0058,E0059,E0060,E0061,E0062,E0063,E0064,E0065,E0066,E0067,E0068,E0069,E0070,E0071,E0072,E0073,E0074,E0075,E0076,E0077,E0078,E0079,E0080,E0081,E0082,E0083,E0084,E0085,E0086,E0087,E0088,E0089,E0090,E0091,E0092,E0093,E0094,E0095,E0096,E0097,E0098,E0099,E0100,E0101,E0102,E0103,E0104,E0105,E0106,E0107,E0108,E0109
27-Jun,3437.202733,3418.653927,3424.321227,3369.858918,3374.459642,3370.840852,3385.641116,3410.715623,3408.523166,3371.925296,3473.252375,3432.974961,3364.462361,3358.573672,3441.048392,3415.217247,3359.867116,3433.202074,3392.50966,3411.477906,3395.110928,3382.843995,3376.17178,3396.115811,3410.344233,3413.901784,3375.299218,3535.236798,3370.280169,3455.154924,3433.075121,3541.238333,3357.240676,3445.288725,3435.74494,3410.053303,3374.313682,3390.935765,3354.681534,3362.669943,3371.0846,3536.423464,3369.082141,3370.766436,3372.842151,3348.651972,3405.027568,3439.642266,3411.661883,3442.397223,3360.195314,3394.057648,3410.803494,3375.848788,3378.36116,3417.765907,3412.816923,3397.941482,3420.205776,3380.742004,3348.68462,3432.704114,3347.529502,3431.404864,3512.421129,3441.272467,3403.233133,3376.160077,3400.504629,3432.188777,3361.482502,3431.0839,3425.909595,3372.824353,3364.761242,3443.082379,3446.289007,3356.769085,3363.116411,3364.559184,3358.771984,3401.971466,3395.058443,3394.319876,3358.444109,3380.030633,3408.345492,3406.63169,3352.643371,3386.568908,3438.828233,3373.549569,3373.721431,3369.75158,3444.462217,3428.378719,3444.845736,3358.580805,3429.776455,3350.253495
28-Jun,7526.518642,7499.967515,7553.933129,7484.229263,7672.498802,7541.20679,7559.933333,7547.112147,7526.904367,7553.967847,7508.159626,7530.975324,7534.869958,7569.715106,7495.877723,7523.176529,7535.889304,7499.847784,7597.999732,7499.476076,7605.708921,7531.839656,7521.787135,7514.739029,7572.984164,7548.911745,7541.948927,7509.974202,7499.431134,7502.819345,7559.374432,7549.18985,7516.108312,7557.148779,7540.604231,7500.252535,7521.897391,7520.745173,7537.108702,7519.20211,7507.419144,7534.734945,7484.049065,7574.259594,7529.027822,7576.060198,7565.51123,7607.045231,7531.372839,7500.139314,7496.459024,7552.406054,7509.429546,7491.471304,7547.491401,7517.01624,7561.704482,7516.894081,7503.961764,7562.365677,7526.488517,7568.607155,7500.363797,7532.829598,7547.217166,7525.48337,7560.826734,7563.682769,7545.899453,7567.454647,7519.986473,7507.300729,7556.669976,7509.928437,7531.781635,7481.498901,7557.251129,7487.98238,7576.521118,7577.499687,7543.409988,7560.262052,7531.286917,7484.949141,7567.997055,7534.995491,7512.567131,7489.576138,7564.293577,7562.344431,7546.964217,7533.086905,7550.709501,7568.280851,7514.333052,7567.623875,7538.233677,7508.405541,7487.404542,7512.344929
29-Jun,9512.652032,9573.947733,9555.993965,9496.232111,9526.628665,9541.009877,9495.88134,9536.395201,9575.699587,9533.357145,9549.052089,9513.362593,9511.987103,9535.868053,9570.054178,9504.272802,9538.511877,9493.648505,9562.307713,9538.094927,9584.814864,9512.615964,9513.303497,9556.55184,9570.279956,9503.476601,9540.429521,9548.817469,9519.357176,9529.858261,9535.243234,9554.173072,9542.023978,9507.116124,9560.430183,9513.976331,9683.327487,9674.004308,9523.853036,9573.806542,9591.330968,9551.338066,9561.677873,9578.770884,9576.129029,9522.718637,9547.199747,9536.048911,9547.835519,9537.697337,9585.360114,9504.158885,9570.868569,9510.158142,9523.010667,9583.869358,9503.013911,9537.985776,9516.903283,9576.393751,9577.0186,9558.553264,9517.487328,9543.871125,9504.198666,9573.392935,9527.546044,9547.157678,9534.626089,9545.831358,9553.739102,9551.814347,9517.215028,9569.210314,9505.116282,9585.093319,9556.435695,9580.971149,9498.12819,9543.550908,9511.601652,9577.893286,9527.314896,9530.303361,9534.767703,9528.431078,9523.509377,9547.911903,9685.703143,9502.971862,9562.670043,9580.095424,9575.144989,9525.446126,9515.450434,9558.265584,9523.148212,9497.543926,9596.82403,9571.615442
30-Jun,6848.259024,6912.047201,6832.896825,6834.428812,6840.11037,6818.090281,6899.481691,6876.439909,6895.611157,6886.695575,6820.157256,6840.604852,6821.108941,6851.995067,6868.702847,6841.040858,6872.321166,6892.090088,6847.941727,6899.784857,6815.97994,6892.91252,6851.593805,6821.866686,6860.810889,6834.372847,6840.418057,6842.967536,6873.566187,6890.086309,6906.977243,6860.456064,6865.693955,6849.865637,6817.465121,6894.012702,6829.879035,6817.278534,6891.787539,6858.615417,6842.504968,6935.255726,6897.625386,6898.931522,6908.628254,6901.577664,6910.585029,6892.72052,7126.65166,6882.719936,6874.743715,6832.324962,6817.672082,6819.328914,6904.214466,6873.83249,6816.245829,6851.283423,6894.250658,6842.750259,6912.470634,6815.0215,6875.832247,6833.265538,6858.90136,6877.849603,6868.779647,6895.526199,6892.688918,6814.969994,6898.604209,6824.696271,6859.707182,6898.417579,6853.403049,6886.633717,6902.621304,6999.234965,6817.514575,6848.894343,6912.022717,6914.205382,6833.90972,6872.689781,6817.324405,6990.007864,6889.00485,6833.797121,6867.841336,6894.33083,6814.662706,6872.368128,6910.788541,6877.913993,6889.304955,6911.883908,6901.257477,6814.422814,6840.584202,6904.366941
01-Jul,4446.885618,4401.473018,4451.649816,4413.57637,4472.82346,4465.859645,4464.96361,4457.694515,4588.548596,4407.464721,4427.774549,4466.249779,4410.002781,4439.428553,4448.327586,4468.292417,4415.859717,4462.633245,4466.083245,4435.424942,4574.505258,4420.585155,4422.618136,4546.212109,4410.402649,4483.313534,4446.773191,4429.691817,4532.344098,4471.904089,4436.461684,4402.557411,4409.537608,4401.503702,4395.956948,4443.51799,4422.743595,4398.535104,4450.875452,4467.257236,4488.235059,4417.213037,4470.386078,4429.862334,4488.482439,4400.222093,4589.489376,4491.431466,4436.878516,4407.745503,4430.674929,4485.672782,4494.439099,4434.888149,4527.184238,4428.623281,4488.77514,4492.335391,4492.611915,4402.186099,4410.879478,4483.871057,4397.413023,4430.766265,4401.564163,4471.642895,4408.195864,4433.842874,4463.157581,4445.853533,4443.101883,4481.153805,4448.026496,4414.277189,4424.674211,4414.641913,4479.852998,4446.708739,4406.086389,4423.512932,4462.56508,4446.916711,4489.257604,4492.787802,4426.554377,4467.750092,4471.339129,4588.72022,4425.206024,4487.040968,4435.088064,4439.113482,4452.092351,4443.86539,4397.248225,4447.474513,4445.073863,4450.183149,4467.763148,4486.986513
02-Jul,10405.04216,10322.41645,10340.18242,10391.3791,10361.13018,10388.59182,10361.31098,10360.82007,10400.4809,10387.3082,10354.38315,10348.81041,10339.18729,10339.3116,10409.61901,10404.75569,10343.20363,10348.3662,10404.66494,10370.50034,10349.30681,10355.59632,10359.20105,10390.54081,10392.25407,10339.71795,10415.03269,10382.32664,10381.81228,10370.5859,10384.57892,10406.09884,10397.54858,10401.13676,10374.514,10396.46739,10402.94983,10378.8319,10383.06082,10336.72392,10399.786,10364.86132,10384.87862,10330.30925,10337.59012,10386.41714,10397.0512,10352.56228,10395.5203,10409.40845,10326.43756,10401.43828,10330.41206,10334.9759,10376.89524,10369.93697,10342.38314,10396.47608,10366.52944,10399.76863,10401.21462,10341.61742,10331.99725,10475.487,10384.68419,10501.75801,10326.44096,10416.93328,10366.19346,10325.61663,10404.03799,10400.59913,10348.51778,10365.00941,10371.90708,10457.82139,10507.79788,10330.47006,10412.49455,10349.73359,10328.35436,10414.44784,10384.44913,10413.62629,10410.63225,10356.75428,10362.72567,10358.80329,10403.88183,10388.07546,10356.64743,10386.40944,10379.14988,10323.53406,10343.57375,10390.56984,10368.00754,10396.77582,10322.36012,10353.88859
03-Jul,10246.24396,10226.1603,10254.21516,10370.38128,10201.84233,10189.41532,10269.82126,10178.38543,10221.76641,10263.28647,10187.02401,10229.78745,10217.79999,10236.82317,10231.34566,10218.59774,10178.61378,10221.56684,10187.49602,10185.02638,10222.54131,10197.44802,10180.49425,10230.66079,10231.27453,10205.7567,10224.43477,10256.38528,10177.7727,10240.58429,10258.34562,10188.6322,10205.36115,10178.9016,10230.28762,10257.01303,10195.7686,10236.54354,10194.95199,10226.12456,10249.84785,10175.94621,10200.72293,10242.11123,10233.9282,10242.48917,10198.39443,10241.00443,10263.28606,10191.07314,10178.84246,10198.85865,10244.67991,10211.86645,10252.04256,10256.11282,10331.145,10194.73345,10235.84993,10243.79924,10257.92831,10243.63419,10261.62777,10260.69866,10208.2448,10199.07634,10227.01744,10221.62366,10235.9371,10263.91674,10250.52412,10181.80838,10191.01142,10224.24939,10205.52722,10266.07606,10269.24837,10246.98128,10247.01135,10175.7161,10170.74107,10223.03771,10222.09815,10221.12958,10220.21347,10207.95697,10263.06476,10196.80648,10199.27504,10243.3031,10316.29362,10243.85272,10254.08949,10191.8301,10261.15328,10221.24312,10254.8167,10251.64318,10205.58506,10221.31235
04-Jul,10990.73229,11017.34804,11016.956,11042.33184,11015.1379,11048.75534,11057.40364,11031.62066,11071.738,11028.0873,10987.59363,10973.03369,11045.2133,10999.51429,11064.01318,11046.32141,10994.86601,10978.09951,11059.74868,11063.37379,11011.94056,11035.91748,11037.9236,11001.51992,11031.35754,11029.12163,11045.80874,11005.77541,11065.64965,11034.13239,11052.87519,10999.18413,11053.38365,11049.71722,11068.83119,11041.35381,10979.37776,11047.82538,11024.41082,10997.45753,11007.03172,10984.31339,11041.67458,10976.26542,11015.12698,11040.36756,11017.78304,11061.74016,11003.80852,11058.96764,11027.63664,11035.76087,11042.44122,10993.98786,10981.86153,10999.60496,11011.81908,10985.30696,11027.20486,11005.75862,11044.20328,11063.72815,11062.12895,11060.26485,11067.61387,11065.97058,11023.30504,10999.65497,11061.51344,11056.38729,11049.06002,11017.68633,11024.15042,10990.85445,10984.97895,10990.70305,11039.74471,11040.04761,11017.17209,11024.647,11021.83968,10992.14033,11003.03844,10986.43392,11009.31853,11027.56087,11059.39405,11052.76043,11022.91436,11006.8478,11009.00888,11043.23074,11067.1512,10973.91494,10975.48641,11026.32674,11041.29591,11040.71217,11014.89728,11042.64508
05-Jul,10263.93466,10240.88359,10271.46866,10304.60087,10255.34378,10191.62517,10261.05915,10213.1123,10237.79008,10268.72796,10260.52499,10212.73473,10178.37792,10256.86142,10228.20823,10188.37613,10266.08084,10176.99512,10238.07919,10217.23171,10224.3688,10372.73396,10241.26126,10228.42353,10269.25333,10253.4925,10175.66306,10320.66741,10360.54526,10203.83777,10201.04201,10177.91771,10242.2636,10200.40876,10245.59555,10179.67307,10260.44208,10208.3674,10182.80967,10180.27992,10216.07747,10233.76857,10209.49916,10262.8636,10180.29513,10260.89512,10200.89763,10214.23619,10193.64692,10256.86945,10195.99727,10195.59435,10216.43566,10249.43135,10207.04365,10251.93828,10181.66334,10223.46495,10224.10329,10249.65368,10179.94482,10213.87646,10511.64445,10269.02313,10201.61114,10192.55068,10226.19265,10180.56742,10198.15479,10202.72523,10217.73529,10173.41057,10204.8134,10211.29448,10237.52061,10247.61556,10220.92708,10267.46778,10271.10571,10354.04802,10242.63888,10253.72972,10226.06328,10251.15025,10249.77383,10268.48755,10192.47661,10218.70753,10187.55856,10221.99892,10266.04695,10239.10007,10328.55649,10240.09495,10235.41975,10197.89877,10226.92429,10231.84335,10196.64482,10266.31158
06-Jul,9251.384366,9224.679914,9248.234237,9261.061655,9315.296677,9246.901704,9233.492822,9265.722442,9303.351534,9259.776797,9268.470058,9322.705168,9310.908181,9246.093233,9310.298218,9273.257123,9267.731618,9220.900263,9256.745325,9265.240508,9240.598172,9224.798757,9288.69739,9273.950109,9251.181412,9301.331417,9308.145579,9264.371577,9279.657245,9278.15872,9296.522025,9219.442966,9295.519646,9252.17495,9313.243409,9234.92426,9241.866376,9255.81606,9264.610748,9361.279542,9220.253642,9254.576232,9272.286948,9228.174951,9264.657241,9264.248461,9227.225562,9244.044852,9229.182754,9220.345796,9292.087435,9217.160876,9298.780244,9217.205954,9235.408456,9295.360161,9313.606574,9251.873154,9352.533909,9267.665004,9248.040617,9309.545263,9244.936313,9270.853234,9219.773757,9272.1855,9279.467287,9282.901065,9294.423337,9353.296314,9260.127499,9268.215357,9266.815095,9255.503996,9300.97696,9275.720032,9217.113456,9284.42603,9274.94406,9260.152981,9253.142425,9292.00073,9307.739703,9295.952534,9292.394337,9251.578629,9306.900445,9277.526815,9304.105151,9236.763273,9279.027298,9263.37441,9237.755757,9264.121891,9286.886004,9281.997664,9227.511149,9254.697828,9291.865595,9260.02777
07-Jul,5862.485355,5900.479363,5863.719785,5907.163094,5847.186479,5834.324421,5903.808934,5895.105083,5822.538372,5865.159714,5842.536412,5886.61159,5837.338602,5849.979381,5873.270282,5853.745528,5834.607642,5885.665621,5826.584502,5851.187514,5859.682963,5825.915541,5849.487633,5860.155035,5840.186821,5908.596693,5872.729118,5869.095013,5841.842625,5833.010528,5859.16213,5900.222668,5859.854166,5897.184137,5856.544406,5894.391148,5873.078575,5853.840552,5833.135716,5874.288358,5908.869134,5845.081926,5890.051831,5913.204492,5860.493836,5831.761383,5882.705179,5831.084717,5851.159042,5907.189104,5837.321828,5904.361116,5887.319293,5862.175034,5835.407909,5850.3673,5856.39978,5833.691936,5821.395482,5871.065199,5893.948798,5829.893338,5874.043335,5880.796376,5892.813384,5885.286807,5870.75152,5828.899506,5902.315363,5889.523881,5893.483596,5824.705851,5852.261424,5897.826181,5945.490702,5873.868844,5831.19444,5903.806865,5873.381899,5869.709121,5891.399531,5825.10376,5917.208529,5909.654736,5856.401442,5867.611482,5892.833543,5914.872749,5822.340237,5824.937147,5892.39833,5834.862297,5862.347505,5865.441985,5827.498934,5902.461031,5849.151855,5843.281205,5866.505574,5870.796188
08-Jul,9715.704156,9650.568855,9635.325188,9686.105719,9680.65836,9621.897659,9751.937186,9628.790266,9670.96675,9623.636702,9689.291869,9622.365314,9683.45846,9640.749518,9645.556346,9662.16439,9666.552105,9675.44062,9809.932317,9710.506708,9685.006882,9696.270384,9666.796731,9642.147401,9674.658083,9711.161234,9640.626333,9664.760789,9704.757855,9671.15814,9631.71457,9634.326816,9635.17616,9697.410993,9641.029631,9716.349894,9647.689028,9620.46301,9678.179811,9670.179786,9709.04403,9616.948777,9702.810987,9654.475862,9639.129029,9646.762771,9687.933632,9648.413944,9692.087874,9651.969337,9619.207489,9666.887422,9710.583172,9650.345516,9649.170504,9670.468764,9704.461905,9685.926415,9693.24205,9667.514677,9623.952955,9641.17808,9629.145036,9730.819815,9701.336433,9637.401135,9708.128567,9688.330135,9701.790762,9705.411235,9643.854193,9641.021072,9655.263015,9709.162949,9670.683416,9667.14097,9631.705461,9674.185636,9675.056976,9690.530419,9629.112218,9677.520523,9633.045085,9698.05811,9782.286804,9691.853998,9640.506926,9703.222224,9681.927198,9644.130536,9694.419173,9646.705832,9646.707544,9636.668244,9624.067086,9707.375325,9707.277141,9624.464488,9662.600679,9697.232967
09-Jul,5512.1111,5455.801933,5420.784883,5442.581326,5485.617908,5512.483672,5490.869314,5517.531068,5479.506799,5502.519709,5451.550044,5484.678279,5508.296793,5570.782961,5554.960456,5426.148402,5471.217066,5501.064386,5493.863441,5483.417278,5453.823241,5495.866356,5457.286952,5508.392898,5498.203388,5465.254874,5448.126645,5426.720814,5499.807319,5479.747786,5477.075186,5475.645513,5516.002953,5468.734235,5479.123263,5447.487291,5436.765568,5469.694893,5437.90093,5498.278323,5461.757317,5423.207385,5496.859795,5515.707024,5459.948578,5500.011638,5471.703839,5512.578284,5516.46416,5508.715924,5470.29311,5504.232131,5443.595334,5497.430452,5430.074781,5429.873782,5596.953212,5509.109133,5491.248626,5501.924932,5480.367807,5447.606126,5454.478875,5485.71213,5438.639952,5426.653466,5446.312174,5421.427092,5504.7431,5519.301253,5437.216585,5437.56581,5484.689354,5488.737573,5486.757246,5503.169242,5482.931177,5508.112924,5493.582598,5481.367713,5425.528914,5433.016827,5464.709537,5518.692531,5433.704444,5452.86642,5425.558153,5477.510462,5488.237649,5466.561739,5512.571,5491.860538,5457.016957,5470.964782,5475.025532,5505.549872,5496.575423,5462.321642,5435.134171,5513.499339
10-Jul,4452.044187,4534.588559,4511.077467,4488.440022,4584.824256,4453.354744,4467.682011,4483.007933,4511.619692,4453.978389,4496.557306,4509.97056,4465.025514,4444.840726,4502.9339,4486.563449,4515.823352,4456.252317,4454.578142,4493.966683,4488.637307,4504.474235,4481.446391,4474.456123,4499.324067,4480.327397,4508.082239,4476.227279,4461.730849,4526.849915,4495.691777,4486.799631,4478.692973,4633.740585,4448.629793,4482.540967,4508.862623,4463.735279,4531.904117,4473.301496,4508.369011,4534.476353,4461.350477,4470.492943,4480.267776,4481.545902,4485.065026,4543.254724,4445.621782,4451.609536,4499.405119,4453.605442,4495.863764,4495.880955,4487.41603,4509.439096,4524.954065,4481.737435,4530.414616,4564.803621,4469.522144,4576.813794,4488.292554,4472.502637,4464.115763,4485.075836,4479.094118,4448.090656,4525.303501,4453.130863,4537.671701,4539.444244,4472.974236,4454.540755,4495.186316,4540.927994,4480.220959,4524.542831,4527.204957,4449.124026,4492.912385,4460.479144,4519.169699,4527.343524,4518.990818,4483.198927,4462.636758,4446.175022,4591.55839,4493.323183,4488.723544,4503.660514,4484.714714,4505.170421,4460.709533,4461.431002,4487.701371,4469.348632,4509.772426,4497.248485
11-Jul,4841.124263,4849.379907,4888.869289,4892.394315,4865.777278,4887.847828,4882.069602,5000.613199,4824.824927,4860.030994,4882.897108,4895.819424,4890.83525,4863.036029,4853.93604,4843.244859,4970.139082,4866.739502,4888.998988,4825.432742,4821.200511,4858.421428,4854.490397,4845.396899,4875.845359,4861.113461,4901.650458,4889.110049,4890.027483,4849.459612,4858.086227,4840.843335,4838.227589,4886.066372,4840.511218,4813.481545,4850.006676,4893.975089,4869.485632,4882.637961,4832.72424,4881.182848,4908.277059,4835.862731,4865.603994,4858.366189,4890.361778,5006.720491,4821.897229,4816.515713,4886.59628,4850.51983,4908.78658,4819.30042,4843.741646,4882.664395,4894.185614,4819.475175,4896.404579,4867.033431,4837.143219,4897.843914,4890.01263,4877.502946,4839.573026,4833.514197,4868.186666,4847.58408,4888.844455,4885.884162,4868.033663,4866.549228,4911.131163,4834.640963,4835.70478,4864.784383,4816.69273,4892.070986,4898.993062,4910.058727,4877.462523,4910.076719,4890.097935,4848.32535,4828.419545,4847.162032,4895.898829,4847.661064,4882.633539,4903.600398,4816.255327,4893.067398,4844.241784,4830.891818,4889.065078,4819.154487,4831.641385,4838.132756,4910.112912,4909.447884
12-Jul,3874.266015,3840.485013,3900.414934,3827.988615,3818.715058,3858.710661,3843.217586,3840.752359,3869.847082,3860.020806,3998.015533,3819.620089,3851.553455,3884.533889,3908.422365,3844.456493,3834.055872,3834.717186,3835.284221,3893.466105,3885.306741,3863.106964,3820.458761,3895.134836,3816.371578,3848.502239,3841.20973,3888.640674,3835.873523,3873.224247,3861.257334,3852.642731,3932.61687,3827.293067,3858.22795,3872.84138,3853.082479,3810.681239,3874.807919,3952.406792,3970.618633,3908.401082,3817.951995,3872.524563,3851.944596,3900.248872,3836.458263,3830.896829,3901.790352,3893.574052,3892.022071,3891.343307,3878.197626,3894.160467,3909.282272,3866.61223,3852.93452,3813.699268,3830.314357,3873.892293,3828.770259,3879.110668,3810.468176,3843.541032,3880.804993,3813.441279,3886.007563,3874.202867,3900.113916,3863.254733,3852.367019,3957.113882,3896.367549,3877.695778,3884.267594,3855.526127,3833.612557,3810.165331,3872.805065,3826.734715,3868.198265,3854.754732,3842.559701,3818.359105,3835.999977,3865.410638,3909.282174,3872.7979,3855.077861,3887.275295,3895.824137,3863.462558,3824.625218,3812.533693,3906.882336,3878.262304,3844.100141,3841.192193,3875.059642,3889.836068
13-Jul,8014.006619,8045.156319,8093.739804,8062.374363,8040.153285,8009.458276,8367.665159,8043.371496,8050.940643,8072.361256,8012.608918,8097.303167,8178.22223,8053.523828,8059.790058,8088.011485,8055.67619,8072.730766,8083.60179,8032.588074,8054.751176,8080.898673,8096.478428,8089.958494,8010.655484,8044.874818,8093.359848,8034.00514,8089.28082,8093.733771,8031.552851,8010.003981,8039.770908,8078.728603,8068.468426,8009.438513,8066.330751,8067.433292,8101.219677,8069.618081,8048.760069,8022.959075,8022.471592,8089.566767,8016.725644,8072.543072,8098.576462,8069.684021,8050.775402,8027.544684,8060.352668,8007.219348,8103.999643,8068.592144,8052.828074,8104.138784,8071.004588,8091.056365,8027.511474,8038.734197,8047.668756,8102.262188,8058.312221,8040.180466,8099.133428,8063.866656,8070.66885,8088.981879,8057.599161,8051.101919,8043.711519,8050.179739,8079.518422,8125.897936,8130.847186,8065.603166,8081.615205,8068.664954,8057.51591,8049.580141,8026.824759,8047.779822,8090.795409,8017.573862,8047.353081,8061.933805,8078.705895,8017.041781,8031.988459,8025.248125,8035.327297,8014.062815,8029.338058,8046.824704,8012.790442,8017.725164,8106.085395,8020.14406,8068.327486,8089.378765
14-Jul,8435.509403,8453.348219,8445.19377,8465.127833,8440.445935,8486.569728,8456.992281,8450.580128,8460.756391,8525.366283,8504.910268,8553.070641,8526.386604,8515.919915,8475.834062,8428.478077,8439.406057,8470.057695,8506.811164,8436.413044,8466.273854,8470.848966,8504.559173,8465.07388,8466.719447,8489.477068,8493.780404,8473.276937,8448.693678,8459.671696,8496.938004,8497.786183,8479.845592,8521.221062,8514.627894,8488.081911,8467.709122,8432.280748,8500.517227,8510.740764,8507.400487,8488.927008,8515.243299,8427.52046,8453.046147,8475.780424,8461.662443,8521.815269,8511.19377,8446.893638,8461.562474,8470.709069,8486.657793,8450.429036,8437.466086,8514.833529,8513.037986,8471.869093,8507.82024,8510.53595,8520.912342,8523.19603,8452.1446,8480.368596,8442.191254,8443.72949,8524.339632,8475.968935,8427.644347,8449.782958,8446.243151,8522.590772,8497.281928,8482.974928,8479.580414,8511.171335,8438.764798,8500.066805,8477.497246,8473.194222,8525.259701,8434.552832,8517.56591,8461.691218,8525.481193,8489.048051,8501.367237,8435.992453,8450.089534,8498.277077,8502.308313,8494.646296,8524.017178,8516.664676,8479.819315,8454.563704,8481.203415,8433.072874,8430.425319,8511.155948
15-Jul,3311.092066,3322.335318,3312.839564,3321.836067,3365.247604,3382.369962,3348.616892,3311.366479,3302.954497,3352.165031,3375.433375,3329.166222,3341.178966,3372.868059,3333.730513,3482.661403,3362.932488,3323.635052,3303.727959,3349.837758,3384.02462,3321.60814,3356.596149,3345.919063,3380.310908,3393.584414,3307.907704,3310.150946,3304.301702,3398.264632,3350.446977,3399.758577,3372.525731,3388.556143,3353.568328,3363.966706,3391.96668,3394.603607,3315.659241,3328.837854,3381.144967,3389.933115,3383.781426,3374.489195,3348.818414,3395.888293,3352.972057,3341.126967,3384.928478,3327.378232,3348.711843,3335.721311,3338.741318,3397.812996,3385.694523,3387.338834,3379.079461,3325.199899,3365.725534,3443.952885,3324.522975,3356.113214,3355.242977,3333.411172,3309.572617,3355.855621,3318.527242,3347.225126,3332.743991,3381.703858,3325.993648,3381.650193,3389.14671,3382.575673,3316.573769,3351.274411,3450.676551,3300.685352,3343.180058,3334.9576,3390.372815,3393.230159,3363.00006,3336.891351,3384.722246,3367.393003,3359.667963,3398.105691,3334.800506,3387.536711,3348.405854,3364.980501,3336.918648,3322.332871,3357.958729,3359.067933,3367.341829,3306.03462,3304.747599,3392.195836
16-Jul,2308.601773,2271.298083,2310.869307,2240.512394,2284.409108,2253.60161,2262.700851,2308.887418,2300.067198,2251.10121,2314.220612,2278.088794,2277.830626,2296.964288,2213.045555,2236.661422,2298.369881,2219.276171,2261.239229,2297.990416,2276.986607,2292.906954,2298.434199,2232.948411,2237.369369,2269.791226,2296.981186,2238.082933,2291.546765,2252.92289,2214.616291,2251.8814,2280.832216,2222.506857,2226.309163,2224.349681,2286.989825,2292.539112,2290.167603,2296.717449,2298.867048,2516.654902,2308.454675,2309.896969,2217.945571,2238.641047,2213.45884,2276.781181,2282.653799,2307.933064,2290.846711,2379.821633,2221.046349,2347.600791,2230.018063,2294.458966,2302.356797,2222.098416,2302.835763,2245.223373,2247.701115,2213.424877,2224.648171,2240.310166,2221.303823,2272.637723,2214.298657,2213.454035,2308.893427,2289.174983,2264.293582,2270.554809,2284.080899,2251.515746,2375.491685,2233.413059,2268.066991,2213.404134,2215.401038,2310.226237,2222.349438,2287.889685,2283.981182,2281.952262,2244.207558,2264.598941,2255.351059,2298.955848,2215.273639,2269.276579,2264.484502,2302.548806,2233.54931,2245.513747,2291.134747,2299.786455,2286.588089,2284.823404,2299.295345,2243.366353
17-Jul,6843.58135,6758.901428,6846.923467,6812.510648,6835.196119,6811.21848,6760.488932,6758.322116,6768.752681,6790.995164,6762.232178,6807.266075,6802.492791,6824.896167,6786.888121,6767.815893,6774.310395,6758.726644,6810.095976,6796.066683,6844.258751,6769.501927,6834.937703,6938.122372,6779.914406,6756.44043,6785.377512,6768.277467,6815.489732,6824.408529,6785.3903,6774.003114,6790.703928,6770.612062,6786.389585,6778.444501,6823.995057,6794.995335,6859.06264,6764.682115,6750.146651,6814.865079,6827.063896,6821.331994,6819.583258,6848.109833,6773.114458,6801.343332,6792.460285,6878.287188,6801.20105,6826.669229,6755.731109,6780.404534,6786.720412,6824.086649,6776.523902,6861.659003,6807.6246,6832.284795,6767.040762,6827.652497,6821.822331,6846.133713,6835.383942,6811.353532,6762.705632,6843.691958,6823.447737,6775.337002,6776.537814,6843.847063,6811.553666,6768.527192,6832.588914,6832.332453,6820.189456,6801.713721,6805.265905,6771.447487,6758.897454,6770.411749,6807.208867,6776.993081,6824.05061,6806.33267,6765.808625,6764.148022,6840.69761,6815.886321,6848.217836,6809.112024,6913.429938,6758.652359,6808.918003,6840.238603,6781.471618,6769.100113,6875.426048,6795.592725
18-Jul,2627.957887,2606.60516,2599.690139,2659.851934,2612.475189,2534.258794,2524.285359,2554.675364,2575.734106,2616.756222,2549.1598,2534.669488,2529.55515,2600.944317,2578.224692,2600.325621,2530.730152,2546.565796,2587.735628,2534.387391,2528.520071,2603.435072,2556.263518,2602.374375,2524.959945,2555.679627,2569.649206,2558.566787,2573.222764,2601.456289,2652.819952,2609.075093,2554.825371,2613.22207,2604.913616,2544.85382,2580.068784,2540.024856,2535.058749,2556.573689,2586.184717,2578.756946,2524.828344,2598.425863,2612.785443,2561.752863,2840.471271,2522.585646,2584.317037,2560.612432,2596.831429,2542.63587,2592.027745,2598.639021,2602.847616,2577.827554,2553.998355,2590.003457,2568.866871,2616.592573,2590.099679,2527.896552,2524.188302,2536.791936,2592.108228,2609.927777,2528.142371,2548.084562,2584.698585,2561.170638,2599.161074,2607.267567,2538.712091,2598.92289,2600.880157,2542.377358,2526.800772,2616.216808,2566.855919,2524.808543,2589.857138,2581.620961,2538.769988,2910.254366,2526.632614,2593.941336,2915.108656,2559.572757,2600.119245,2537.712805,2533.464402,2607.63746,2699.447603,2591.667971,2579.514979,2612.894241,2635.063224,2534.622474,2549.160972,2570.668738
